SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
SAMBHAAV,BE,3.75,3.75,3.5,3.75,3.75,3.6,105860,394555.1,16-JUN-2021,201,INE699B01027,
SANCO,EQ,11.45,11.45,10.9,11.3,11.1,11.15,87007,977039.2,16-JUN-2021,299,INE782L01012,
SANDESH,EQ,835,836.95,805.1,812.15,805.1,824.35,1782,1462150.8,16-JUN-2021,367,INE583B01015,
SANDHAR,EQ,253.4,253.4,246,247.6,247.2,248.75,30360,7566120.65,16-JUN-2021,1836,INE278H01035,
SANGAMIND,EQ,112.5,112.5,108.4,109,109.05,108.65,7624,833431.15,16-JUN-2021,143,INE495C01010,
SANGHIIND,EQ,55.85,56.9,55,55.15,55.5,55.8,999345,55669526.1,16-JUN-2021,7998,INE999B01013,
SANGHVIMOV,EQ,206.9,207.7,192.65,200,201,203.3,723572,143841372.85,16-JUN-2021,20000,INE989A01024,
SANGINITA,EQ,23.6,23.6,22.95,23.05,23,23.2,42607,987627.25,16-JUN-2021,219,INE753W01010,
SANOFI,EQ,7748.05,7820,7736.55,7748.7,7740,7748,18540,144442519.75,16-JUN-2021,2961,INE058A01010,
SANWARIA,BZ,0.9,0.9,0.9,0.9,0.9,0.95,1418038,1276234.2,16-JUN-2021,631,INE890C01046,
SARDAEN,EQ,688,698.2,657.05,665.05,661,682.35,223123,150367416.35,16-JUN-2021,12264,INE385C01013,
SAREGAMA,BE,2640.25,2735.65,2601,2713,2691,2642.2,18532,49561154.35,16-JUN-2021,1380,INE979A01017,
SARLAPOLY,EQ,36.65,36.8,35.2,35.8,35.75,36.65,172658,6202971.45,16-JUN-2021,1665,INE453D01025,
SARVESHWAR,SM,27.6,27.6,27,27,27,27.55,12800,346640,16-JUN-2021,7,INE324X01018,
SASKEN,EQ,1035,1078,1028,1041.85,1035,1028.15,148144,155726143.75,16-JUN-2021,11537,INE231F01020,
SASTASUNDR,EQ,279.65,279.65,272,279.65,279.65,266.35,72345,20176971.6,16-JUN-2021,664,INE019J01013,
SATIA,EQ,84.9,85.9,83.4,84.45,84.6,84.25,78336,6609555.4,16-JUN-2021,1395,INE170E01023,
SATIN,EQ,100,100,91.05,92.7,92.6,97.2,688418,65454772.25,16-JUN-2021,7614,INE836B01017,
SATINPP1,E1,74.9,74.9,67.85,69.3,68,71.4,13803,956723.25,16-JUN-2021,171,IN9836B01023,
SBICARD,EQ,1075,1084.45,1069.5,1076.9,1071,1075.05,487546,524977116.1,16-JUN-2021,25126,INE018E01016,
SBIETFIT,EQ,289.99,289.99,285,288.24,286.42,288.07,1798,516896.19,16-JUN-2021,119,INF200KA1S14,
SBIETFPB,EQ,188,188,182.1,183.59,183.1,185.06,793,146079.27,16-JUN-2021,57,INF200KA1S22,
SBIETFQLTY,EQ,137.86,138.25,137.01,138.23,138.25,137.86,1384,191162.66,16-JUN-2021,79,INF200KA1WX6,
SBILIFE,EQ,999.95,1003.85,988.35,991.8,991.2,995.85,833286,830131092.9,16-JUN-2021,31254,INE123W01016,
SBIN,EQ,428,432.75,425,425.95,425.6,429.5,19701175,8436971969,16-JUN-2021,167477,INE062A01020,
SCAPDVR,EQ,2.25,2.25,2.1,2.15,2.1,2.2,262095,563112.4,16-JUN-2021,223,INE224E01036,
SCHAEFFLER,EQ,5246.95,5274.45,5200,5227.8,5230,5242.05,5977,31264895.25,16-JUN-2021,2065,INE513A01014,
SCHAND,EQ,118.55,119,112,113.5,114,117.15,118667,13607515.1,16-JUN-2021,1652,INE807K01035,
SCHNEIDER,EQ,129.5,129.7,125.55,126.1,126.25,129,653647,83129350.65,16-JUN-2021,8286,INE839M01018,
SCI,EQ,116.7,118,114,114.85,115.2,113.55,8629845,1003895648,16-JUN-2021,40836,INE109A01011,
SDBL,BE,48.3,48.5,44.95,46.2,46.3,47.3,270569,12502709.55,16-JUN-2021,972,INE480C01020,
SEAMECLTD,EQ,458.9,510,450.6,481.95,483,453.85,140829,68995673.8,16-JUN-2021,5055,INE497B01018,
SECL,SM,22,22,21.5,22,22,22,12000,262500,16-JUN-2021,3,INE00Y701018,
SECURKLOUD,EQ,97.4,101.9,95.55,96.4,95.6,95.95,80211,7763225,16-JUN-2021,1076,INE650K01021,
SELAN,EQ,160.1,163.85,158.2,160.2,159.9,158.25,231618,37339120,16-JUN-2021,6376,INE818A01017,
SEPOWER,BE,7.2,7.55,6.95,7,7.2,7.3,52391,374778.65,16-JUN-2021,161,INE735M01018,
SEQUENT,EQ,277,279.4,268.1,269.95,271,276.25,510606,139343510.75,16-JUN-2021,12411,INE807F01027,
SERVOTECH,SM,16.3,16.3,16.3,16.3,16.3,17.15,4000,65200,16-JUN-2021,1,INE782X01017,
SESHAPAPER,EQ,180.65,180.65,171.55,173.95,173,179.1,91025,15892029.5,16-JUN-2021,5006,INE630A01024,
SETCO,EQ,22.4,22.55,22.25,22.55,22.55,21.5,299430,6730394.65,16-JUN-2021,515,INE878E01021,
SETF10GILT,EQ,206.45,209,205.15,205.68,205.99,205.99,360,74030.87,16-JUN-2021,33,INF200KA1JT1,
SETFGOLD,EQ,4315,4318.4,4300.05,4308.2,4310.1,4315.9,24564,105839099.25,16-JUN-2021,1558,INF200K01099,
SETFNIF50,EQ,161.26,161.49,160.15,160.34,160.5,161.26,158897,25522294.66,16-JUN-2021,1539,INF200KA1FS1,
SETFNIFBK,EQ,351,352,347.95,348.29,348.31,350.56,14857,5190592.51,16-JUN-2021,656,INF200KA1580,
SETFNN50,EQ,409.99,409.99,400.11,403.64,402.05,408.19,33126,13452209.51,16-JUN-2021,497,INF200KA1598,
SETUINFRA,BE,1.25,1.25,1.25,1.25,1.25,1.2,204676,255845,16-JUN-2021,88,INE023M01027,
SEYAIND,EQ,71.2,71.2,68.1,68.3,68.4,71.2,57098,3930561.1,16-JUN-2021,1488,INE573R01012,
SFL,EQ,2202,2250,2168.1,2202.65,2205,2190.5,17648,38868008.35,16-JUN-2021,2317,INE916U01025,
SGBAPR28I,GB,4796.99,4796.99,4757.1,4757.33,4757.1,4789.19,102,486818.13,16-JUN-2021,24,IN0020200062,
SGBAUG24,GB,4870,4870,4835,4849,4849,4835.25,58,280607.66,16-JUN-2021,12,IN0020160027,
SGBAUG27,GB,4755,4800,4745,4800,4800,4755,85,406940,16-JUN-2021,19,IN0020190107,
SGBAUG28V,GB,4889.98,4889.98,4830,4838.1,4830,4858.64,748,3625983.59,16-JUN-2021,197,IN0020200161,
SGBDC27VII,GB,4733,4755,4685,4755,4755,4792,170,803334.77,16-JUN-2021,30,IN0020190461,
SGBFEB24,GB,4880,4880,4791,4801.9,4801,4849,28,134590,16-JUN-2021,14,IN0020150101,
SGBFEB27,GB,4770,4800,4770,4800,4800,4827.99,4,19170,16-JUN-2021,2,IN0020180561,
SGBFEB28IX,GB,4840,4840,4840,4840,4840,4825,3,14520,16-JUN-2021,1,IN0020190545,
SGBFEB29XI,GB,4750,4809,4750,4762.73,4765,4770,75,358519.3,16-JUN-2021,21,IN0020200393,
SGBJ28VIII,GB,4716,4750,4716,4750,4750,4784.9,13,61648,16-JUN-2021,4,IN0020190537,
SGBJAN26,GB,4800,4800,4770,4771.05,4771.05,4845,19,90691.3,16-JUN-2021,6,IN0020170166,
SGBJAN27,GB,4711.5,4716.1,4711.5,4716.1,4716.1,4828.99,6,28292,16-JUN-2021,2,IN0020180462,
SGBJAN29IX,GB,4770,4789.95,4770,4787,4787,4785,68,325293.45,16-JUN-2021,47,IN0020200377,
SGBJAN29X,GB,4796.1,4838.99,4792,4801,4801,4796.1,50,239738.19,16-JUN-2021,41,IN0020200385,
SGBJU29III,GB,4899,4899,4720,4734.69,4737,4756.81,414,1965389.47,16-JUN-2021,77,IN0020210087,
SGBJUL25,GB,4749.99,4750,4725.01,4750,4750,4770,13,61624.06,16-JUN-2021,7,IN0020170034,
SGBJUL27,GB,4798.9,5246.46,4798.9,4899,4899,4809.99,100,491986.68,16-JUN-2021,18,IN0020190081,
SGBJUL28IV,GB,4766.1,4785,4750,4759.57,4760,4781.37,355,1690130.09,16-JUN-2021,56,IN0020200146,
SGBJUN27,GB,4775.29,4775.29,4743,4743,4743,4765,8,38008.19,16-JUN-2021,5,IN0020190073,
SGBJUN28,GB,4712,4729.99,4701,4715.19,4713.2,4735.6,1084,5113451.16,16-JUN-2021,163,IN0020200104,
SGBJUN29II,GB,4759,4775,4726,4736.83,4740,4760,199,945730.69,16-JUN-2021,47,IN0020210061,
SGBMAR24,GB,4789.01,4825,4789.01,4825,4825,4810,48,231500.02,16-JUN-2021,4,IN0020150119,
SGBMAR25,GB,4766.33,4766.33,4766.33,4766.33,4766.33,4766.33,1,4766.33,16-JUN-2021,1,IN0020160126,
SGBMAR28X,GB,4750,4751.02,4750,4751,4751,4750,120,570093.18,16-JUN-2021,9,IN0020190552,
SGBMAY25,GB,4750,4750,4721.01,4726,4726,4750,20,94683.01,16-JUN-2021,9,IN0020170018,
SGBMAY28,GB,4735,4735,4711,4726.5,4727,4726.03,150,709208.3,16-JUN-2021,23,IN0020200088,
SGBMAY29I,GB,4728,4729.9,4701,4720.88,4720.01,4729.15,1663,7855338.51,16-JUN-2021,334,IN0020210053,
SGBMR29XII,GB,4742,4755,4725,4748.26,4749.99,4760.5,244,1156904.54,16-JUN-2021,61,IN0020200427,
SGBN28VIII,GB,4775,4800,4760,4774.96,4798.5,4783.52,95,453356.99,16-JUN-2021,47,IN0020200286,
SGBNOV23,GB,4803,5100,4803,4913.08,5100,4885,146,714512.66,16-JUN-2021,46,IN0020150085,
SGBNOV24,GB,4760,4815,4760,4785,4785,4815,179,859444.9,16-JUN-2021,19,IN0020160076,
SGBNOV258,GB,4740,4775,4716.01,4770,4770,4742.25,15,71462.02,16-JUN-2021,7,IN0020170109,
SGBNOV25IX,GB,4721,4790,4721,4790,4790,4800,4,19022,16-JUN-2021,3,IN0020170117,
SGBOC28VII,GB,4780,4785,4753.13,4785,4785,4785,100,477883.41,16-JUN-2021,29,IN0020200203,
SGBOCT25,GB,4820,4820,4820,4820,4820,4820,4,19280,16-JUN-2021,3,IN0020170059,
SGBOCT25IV,GB,4755,4755,4711,4752,4752,4753,45,213531.1,16-JUN-2021,8,IN0020170067,
SGBOCT26,GB,4742,4914,4742,4752.01,4752.01,4914,6,28819.01,16-JUN-2021,6,IN0020180249,
SGBOCT27,GB,4751,4850,4751,4850,4850,4765.01,4,19131.02,16-JUN-2021,3,IN0020190370,
SGBOCT27VI,GB,4716,4800,4701,4718.53,4717,4718.08,35,165049.05,16-JUN-2021,9,IN0020190388,
SGBSEP24,GB,4800,4850,4800,4800,4800,4850,85,409154,16-JUN-2021,17,IN0020160043,
SGBSEP27,GB,4750,4750,4750,4750,4750,4774.5,5,23750,16-JUN-2021,1,IN0020190115,
SGBSEP28VI,GB,4790,4819.99,4756,4781.79,4784,4790,187,894147.42,16-JUN-2021,92,IN0020200195,
SGL,EQ,12.4,12.45,12,12.2,12.15,12.35,48526,595201.2,16-JUN-2021,265,INE353H01010,
SHAHALLOYS,BE,11.75,11.75,11.75,11.75,11.75,11.2,1416,16638,16-JUN-2021,6,INE640C01011,
SHAKTIPUMP,EQ,831,832.75,800,805.75,805,827.3,86859,70665875.75,16-JUN-2021,8833,INE908D01010,
SHALBY,EQ,166.35,166.35,160,160.8,161,165.2,215741,35033716.45,16-JUN-2021,3735,INE597J01018,
SHALPAINTS,EQ,112.05,112.55,109.7,110.65,110.7,111.55,243746,27069702.8,16-JUN-2021,3811,INE849C01026,
SHANKARA,EQ,443.4,447.6,435.05,441.25,441.9,439.75,84361,37170819.1,16-JUN-2021,8047,INE274V01019,
SHANTIGEAR,EQ,142,144.7,140.55,143.95,144.45,139.9,54090,7742992.7,16-JUN-2021,2036,INE631A01022,
SHARDACROP,EQ,370,377.05,363,372.95,372.6,368.35,261871,97236721.7,16-JUN-2021,7215,INE221J01015,
SHARDAMOTR,EQ,405.5,405.5,392.05,397.75,397,401.05,15096,6004991,16-JUN-2021,812,INE597I01028,
SHAREINDIA,EQ,465.2,465.2,446,450,450.95,458.35,28278,12769524.2,16-JUN-2021,1682,INE932X01018,
SHARIABEES,EQ,403.2,410,397.97,402,401.14,400.69,356,143078.27,16-JUN-2021,31,INF732E01128,
SHEMAROO,BE,133,133,125.6,127.85,127.6,131.75,50838,6525063.1,16-JUN-2021,719,INE363M01019,
SHIL,BE,337,342.75,331,340.5,339.8,337.15,83566,28230078.65,16-JUN-2021,1720,INE05AN01011,
SHILPAMED,EQ,550.2,558.45,535.05,536.9,538,550.2,324849,176584053.15,16-JUN-2021,9128,INE790G01031,
SHIVAMAUTO,BE,24.5,25.35,23.8,24.3,23.95,24.5,63683,1540259.55,16-JUN-2021,426,INE637H01024,
SHIVAMILLS,EQ,83,83,76.75,78.95,78.05,79.5,37791,3011475.05,16-JUN-2021,739,INE644Y01017,
SHIVATEX,EQ,195.5,205.9,195.5,201.4,201.25,199.35,29056,5868410.95,16-JUN-2021,715,INE705C01020,
SHK,EQ,157.7,165.35,154,161.7,161.95,152.3,1489113,241360129.4,16-JUN-2021,21201,INE500L01026,
SHOPERSTOP,EQ,232.05,236.9,230.5,234.75,234,233.3,106429,24941108.6,16-JUN-2021,3002,INE498B01024,
SHRADHA,EQ,53.45,53.95,52,53.3,53.4,52.25,876,46428.7,16-JUN-2021,115,INE715Y01015,
SHREDIGCEM,EQ,84.05,88,84.05,85.55,85.35,83.85,2102284,181384429.9,16-JUN-2021,14323,INE232A01011,
SHREECEM,EQ,28323,28590,28132.5,28224.75,28165.9,28485.9,15215,431330093.8,16-JUN-2021,5735,INE070A01015,
SHREEPUSHK,EQ,187,187.55,181.25,185.1,184.1,186.75,122363,22574889.4,16-JUN-2021,7158,INE712K01011,
SHREERAMA,EQ,15.7,15.7,13.7,14.65,14.6,15.05,119714,1765955.4,16-JUN-2021,758,INE879A01019,
SHRENIK,BE,2.45,2.5,2.4,2.45,2.5,2.45,1728506,4215906.55,16-JUN-2021,1016,INE632X01030,
SHREYANIND,EQ,107.3,108.35,104,104.95,105,107.25,55610,5886266.6,16-JUN-2021,2330,INE231C01019,
SHREYAS,EQ,187,190.95,183.7,190.25,190.95,181.9,234624,44334740.15,16-JUN-2021,3524,INE757B01015,
SHRIPISTON,BE,815,815,780.25,790.05,790.05,798.55,515,413867.3,16-JUN-2021,58,INE526E01018,
SHRIRAMCIT,EQ,1751,1769.9,1705,1715.65,1707,1741.55,19607,33971721.15,16-JUN-2021,3198,INE722A01011,
SHRIRAMEPC,EQ,4.9,4.95,4.8,4.85,4.9,4.9,1209991,5891265.1,16-JUN-2021,843,INE964H01014,
SHYAMCENT,EQ,10.15,10.2,9.75,9.85,9.9,10.15,243687,2419528.35,16-JUN-2021,783,INE979R01011,
SHYAMTEL,EQ,13.1,14.35,13.1,13.1,13.1,13.7,12240,163932,16-JUN-2021,67,INE635A01023,
SICAGEN,BE,22.5,23.25,22.3,22.85,23,22.75,24645,560197.65,16-JUN-2021,112,INE176J01011,
SICAL,EQ,16.1,16.25,15.55,15.7,15.6,16.15,769121,12244167.9,16-JUN-2021,1277,INE075B01012,
SIDDHIKA,SM,75.5,81.5,75.5,78.5,77,75.2,12000,951200,16-JUN-2021,6,INE0A1E01018,
SIEMENS,EQ,2054,2060.35,2019.85,2026.6,2025,2059.8,236563,482278945.25,16-JUN-2021,13551,INE003A01024,
SIGIND,EQ,51.2,53,49.75,50.05,50.05,51.8,109095,5553574.8,16-JUN-2021,1237,INE529F01035,
SIGMA,SM,165.9,165.9,165.9,165.9,165.9,158,3000,497700,16-JUN-2021,1,INE0A0S01010,
SIL,BE,17.95,18.35,17.5,18.1,18.2,17.5,43723,792984.8,16-JUN-2021,150,INE173A01025,
SILGO,EQ,39.5,40.95,39.45,40,39.9,39.9,16438,656832.3,16-JUN-2021,243,INE01II01013,
SILINV,EQ,245.45,251.9,243.65,249.6,248.85,243.45,11342,2808682.4,16-JUN-2021,651,INE923A01015,
SILLYMONKS,BE,23.65,24,22.65,23.45,23.45,23.65,6528,151907.35,16-JUN-2021,30,INE203Y01012,
SILVERTUC,SM,80,80,78,79.6,80,80,5000,398000,16-JUN-2021,5,INE625X01018,
SIMBHALS,BE,22.85,22.85,20.75,22.85,22.85,21.8,367516,8119734.7,16-JUN-2021,768,INE748T01016,
SIMPLEXINF,EQ,45,45.3,42.3,42.7,42.35,44.3,245963,10664942.9,16-JUN-2021,1822,INE059B01024,
SINTERCOM,EQ,77,80,76.9,77.95,79,76.7,15955,1245593.05,16-JUN-2021,178,INE129Z01016,
SINTEX,EQ,5.25,5.35,4.9,5.05,5.05,5.1,13367167,68625728.15,16-JUN-2021,6413,INE429C01035,
SIRCA,EQ,345,345.3,330,333.6,333.9,345,43659,14752428.7,16-JUN-2021,1568,INE792Z01011,
SIS,EQ,426.35,426.35,412.55,418.4,418,423,217739,91008324.75,16-JUN-2021,8047,INE285J01028,
SITINET,BE,1.85,1.85,1.75,1.75,1.75,1.8,7614249,13588446.45,16-JUN-2021,3752,INE965H01011,
SIYSIL,EQ,321.4,321.5,309.6,311.45,312.5,320.35,145259,45692777.2,16-JUN-2021,7820,INE076B01028,
SJVN,EQ,29.75,29.9,29.2,29.25,29.25,29.65,1920096,56546222,16-JUN-2021,5768,INE002L01015,
SKFINDIA,EQ,2607.8,2616.4,2554.1,2575.7,2575,2582.65,37808,97632228.35,16-JUN-2021,4665,INE640A01023,
SKIL,EQ,5.1,5.1,4.9,5.1,5.1,4.9,260820,1326186.65,16-JUN-2021,204,INE429F01012,
SKIPPER,EQ,83.85,83.85,80.6,81.25,81.5,83.15,574459,46964196.7,16-JUN-2021,3837,INE439E01022,
SKMEGGPROD,EQ,83,83.6,79.65,80.25,79.85,83.05,203287,16502316.45,16-JUN-2021,3862,INE411D01015,
SMARTLINK,EQ,98.95,117,96.5,117,117,97.5,921760,104174662.65,16-JUN-2021,10309,INE178C01020,
SMCGLOBAL,EQ,77.75,78.8,75.5,77.9,78.2,77.95,899186,69496085.55,16-JUN-2021,4105,INE103C01036,
SMLISUZU,EQ,487,490,476,476.95,476.35,482.35,18827,9057854.25,16-JUN-2021,1844,INE294B01019,
SMPL,BZ,0.4,0.4,0.4,0.4,0.4,0.35,191599,76639.6,16-JUN-2021,56,INE215G01021,
SMSLIFE,EQ,634.3,657.95,634.3,647.2,642.25,636.25,18415,11934126.7,16-JUN-2021,1369,INE320X01016,
SMSPHARMA,EQ,180.15,182.15,177,177.8,178,181.4,110682,19784463.35,16-JUN-2021,2834,INE812G01025,
SMVD,SM,22.1,22.1,22.05,22.05,22.05,23.2,10000,220600,16-JUN-2021,5,INE702Y01013,
SNOWMAN,EQ,56.85,57.75,55.5,55.75,55.65,55.6,4873189,275739561.8,16-JUN-2021,20641,INE734N01019,
SOBHA,EQ,517,517,500.9,502.5,502.55,514.85,138996,70407189.8,16-JUN-2021,5168,INE671H01015,
SOFTTECH,SM,105.4,105.4,105.4,105.4,105.4,101.5,1600,168640,16-JUN-2021,1,INE728Z01015,
SOLARA,EQ,1678.8,1685,1650,1653.75,1651.9,1677.1,85189,141240745.9,16-JUN-2021,7909,INE624Z01016,
SOLARINDS,EQ,1602.05,1623.4,1569.95,1585.2,1590,1617.8,47454,75832274.5,16-JUN-2021,5229,INE343H01029,
SOLEX,SM,62.25,62.25,60.1,60.1,60.1,63.2,12000,733000,16-JUN-2021,6,INE880Y01017,
SOMANYCERA,EQ,500,501.05,481.25,489.5,494,500.55,301603,149190161.35,16-JUN-2021,11065,INE355A01028,
SOMATEX,EQ,9.15,9.2,8.8,9.2,9.2,8.8,155062,1419188.65,16-JUN-2021,872,INE314C01013,
SOMICONVEY,EQ,56.25,61.65,56.25,59.55,59,56.05,158459,9508855.1,16-JUN-2021,1861,INE323J01019,
SONAMCLOCK,SM,40,52,40,52,52,47,9000,420000,16-JUN-2021,3,INE00LM01011,
SONATSOFTW,EQ,715,733,712.6,718.4,716.05,716.25,141694,102261480.3,16-JUN-2021,5453,INE269A01021,
SORILINFRA,EQ,159.95,159.95,153,154.05,155,158,44198,6859268.4,16-JUN-2021,1114,INE034H01016,
SOTL,EQ,1332,1332.95,1290,1298.2,1297.5,1323.95,34944,45617400.65,16-JUN-2021,6798,INE035D01012,
SOUTHBANK,EQ,10.65,11.4,10.5,10.85,10.85,10.55,96319087,1060287345.7,16-JUN-2021,55391,INE683A01023,
SOUTHWEST,EQ,43,44,42.5,43,42.9,42.3,93370,4038515.4,16-JUN-2021,617,INE980Y01015,
SPAL,EQ,225,225.2,220.5,221.4,221,222.75,43800,9756249.55,16-JUN-2021,1660,INE212I01016,
SPANDANA,EQ,722.9,724,696,699.45,699.5,715.55,117513,82794801.45,16-JUN-2021,4108,INE572J01011,
SPARC,EQ,246.7,247.65,236,238,237.5,245.65,1270345,304800753.55,16-JUN-2021,16951,INE232I01014,
SPECIALITY,EQ,62.3,62.9,59.7,60.55,60.5,61.85,142699,8708319.25,16-JUN-2021,2051,INE247M01014,
SPENCERS,EQ,79.9,82.75,78.15,80.2,79.8,79.9,1494573,120612267.3,16-JUN-2021,12295,INE020801028,
SPENTEX,BZ,1.2,1.2,1.15,1.15,1.15,1.2,50692,59051.3,16-JUN-2021,39,INE376C01020,
SPIC,EQ,45.2,47.7,43.95,46.1,45.55,44.9,4152928,191159086.85,16-JUN-2021,16214,INE147A01011,
SPICEJET,EQ,78.85,79.15,77.5,77.65,77.8,78.55,2328009,181862238.95,16-JUN-2021,15630,INE285B01017,
SPLIL,EQ,47,47,44,45.75,45.8,49.35,357655,16292257.55,16-JUN-2021,3499,INE978G01016,
SPMLINFRA,BE,12.95,13.25,12.2,13,12.8,12.65,91467,1186160.2,16-JUN-2021,173,INE937A01023,
SPTL,EQ,6.35,6.35,6.2,6.35,6.35,6.05,4342029,27501601.45,16-JUN-2021,2219,INE501W01021,
SREEL,EQ,202.8,207.55,197.5,198.8,199,204.4,24740,4990149.8,16-JUN-2021,1805,INE099F01013,
SREIBNPNCD,NJ,415,430,415,430,430,430,65,27575,16-JUN-2021,4,INE881J07EL2,
SREIBNPNCD,NN,471.8,471.8,471.8,471.8,471.8,570.2,10,4718,16-JUN-2021,1,INE881J07EP3,
SREIBNPNCD,NO,395,395,365,365,365,360.01,17,6415,16-JUN-2021,3,INE881J08573,
SREIBNPNCD,NP,380,380,361,361,361,360.55,45,16435,16-JUN-2021,3,INE881J08581,
SREIBNPNCD,NT,414.4,414.4,414.4,414.4,0.0,518,10,4144,16-JUN-2021,1,INE881J08623,
SREIBNPNCD,NU,380,380,380,380,380,350,25,9500,16-JUN-2021,1,INE881J08631,
SREIBNPNCD,NV,300.15,350,300.15,327.83,350,363,200,64803.75,16-JUN-2021,7,INE881J08649,
SREIBNPNCD,NY,515,515,504.8,504.8,504.8,505,50,25448,16-JUN-2021,4,INE872A07UB7,
SREIBNPNCD,NZ,650,650,650,650,650,650,19,12350,16-JUN-2021,3,INE872A07UC5,
SREIBNPNCD,Y1,385,385,385,385,385,439.8,1,385,16-JUN-2021,1,INE872A07UI2,
SREIBNPNCD,Y2,401,401,401,401,401,432.97,10,4010,16-JUN-2021,1,INE872A07UJ0,
SREIBNPNCD,Y7,386.4,386.4,386.4,386.4,386.4,322,50,19320,16-JUN-2021,2,INE872A07UQ5,
SREINFRA,EQ,10.5,11.55,10.05,11,11,9.9,34202328,374492230.15,16-JUN-2021,29750,INE872A01014,
SRF,EQ,7170.1,7208,7084.6,7147.05,7131,7149.7,119492,855192810.15,16-JUN-2021,16641,INE647A01010,
SRHHYPOLTD,EQ,301.2,311,298,304.1,304,301.2,37837,11492560.9,16-JUN-2021,1927,INE917H01012,
SRIPIPES,EQ,217.15,230.9,212.45,216.3,215,217.15,1293020,287774238.6,16-JUN-2021,26046,INE943C01027,
SRPL,BE,29.15,30.6,29.15,30.6,30.6,29.15,251,7648.35,16-JUN-2021,12,INE008Z01012,
SRTRANSFIN,EQ,1456.5,1464,1426.35,1433.85,1433,1450.65,1965538,2840253113.4,16-JUN-2021,52252,INE721A01013,
SRTRANSFIN,Y9,1105.9,1106,1105.9,1105.9,1105.9,1105.01,200,221185,16-JUN-2021,3,INE721A07HJ6,
SRTRANSFIN,YG,2126.2,2127,2126,2127,2127,2125.1,1125,2392187,16-JUN-2021,8,INE721A07HO6,
SRTRANSFIN,YJ,1080,1080.3,1080,1080.3,1080.3,1083,150,162030,16-JUN-2021,3,INE721A07NV9,
SRTRANSFIN,YK,1103.35,1103.35,1103.35,1103.35,1103.35,1104.84,105,115851.75,16-JUN-2021,2,INE721A07NW7,
SRTRANSFIN,YL,1105.1,1105.1,1103.35,1103.35,1103.35,1125,50,55185,16-JUN-2021,2,INE721A07NX5,
SRTRANSFIN,YO,1030,1030,1022,1022,1022,1030,100,102824,16-JUN-2021,2,INE721A07OB9,
SRTRANSFIN,YP,1070,1070,1070,1070,1070,1070,50,53500,16-JUN-2021,2,INE721A07OC7,
SRTRANSFIN,YQ,1056.6,1060,1056.6,1058,1058,1060,410,433781.24,16-JUN-2021,9,INE721A07OD5,
SRTRANSFIN,YS,1120,1120,1119,1119,1119,1061.3,60,67160,16-JUN-2021,3,INE721A07OF0,
SRTRANSFIN,YT,1260,1260,1260,1260,0.0,1260.11,50,63000,16-JUN-2021,1,INE721A07OG8,
SRTRANSFIN,YU,1314.89,1314.89,1314.89,1314.89,1314.89,1310,100,131489,16-JUN-2021,1,INE721A07OH6,
SRTRANSFIN,YV,1026,1030,1020.01,1026.4,1025.5,1025.4,315,322372.65,16-JUN-2021,8,INE721A07OM6,
SRTRANSFIN,YW,1046,1060,1026.1,1050,1050,1068,200,207186.5,16-JUN-2021,15,INE721A07ON4,
SRTRANSFIN,YZ,1108,1108,1100,1100,1100,1088,57,62860,16-JUN-2021,5,INE721A07OQ7,
SRTRANSFIN,Z8,1090.11,1090.11,1090.11,1090.11,1090.11,1086.05,100,109011,16-JUN-2021,1,INE721A07PD2,
SRTRANSFIN,ZC,1217,1217,1217,1217,1217,1216,65,79105,16-JUN-2021,1,INE721A07PH3,
SRTRANSFIN,ZG,1038,1038,1038,1038,1038,1034.1,100,103800,16-JUN-2021,3,INE721A07PL5,
SSINFRA,SM,9.6,9.6,9.05,9.05,9.05,9.5,12000,110250,16-JUN-2021,4,INE182Z01015,
SSWL,EQ,751.8,752.5,735,736.35,738,748.05,23570,17430810.7,16-JUN-2021,2205,INE802C01017,
STAR,EQ,816.4,820.5,785,791.7,790.7,812.55,698006,558797889.2,16-JUN-2021,19210,INE939A01011,
STARCEMENT,EQ,110,111.7,108.35,109.05,108.6,110.9,325555,35753858.55,16-JUN-2021,4890,INE460H01021,
STARPAPER,EQ,145.6,145.6,140.55,141.05,141.4,144.9,128934,18351347.2,16-JUN-2021,3390,INE733A01018,
STCINDIA,EQ,123.9,128.9,123,124,124,120.2,540413,67907886.75,16-JUN-2021,12485,INE655A01013,
STEELCITY,EQ,52.5,52.85,48.1,49.1,49.3,53.05,123448,6244285.45,16-JUN-2021,1537,INE395H01011,
STEELXIND,EQ,57.85,58.65,57.2,57.95,58.5,57.75,107561,6218255.3,16-JUN-2021,530,INE503B01013,
STEL,EQ,105,105.85,100.25,102.3,102,104.5,36988,3796495.8,16-JUN-2021,938,INE577L01016,
STERTOOLS,EQ,200,202,194.9,196.4,196.8,199.15,56067,11048892.2,16-JUN-2021,2497,INE334A01023,
STLTECH,EQ,268.1,268.1,256.5,258.85,258.2,266,338830,88585912.85,16-JUN-2021,7871,INE089C01029,
STOVEKRAFT,EQ,587.3,590,566.1,571.05,569,587.3,99466,57286849.15,16-JUN-2021,12513,INE00IN01015,
