SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
EIHOTEL,EQ,147,147.4,145.15,146.45,146.25,147.3,563189,82124960,29-JAN-2020,2720,INE230A01023,
EIMCOELECO,EQ,337.8,337.8,322.7,323.5,323.5,322.35,1975,638431.25,29-JAN-2020,68,INE158B01016,
EKC,EQ,28.95,29,28,28.15,28.45,28.55,49905,1427063.25,29-JAN-2020,553,INE184H01027,
ELECON,EQ,39.2,39.2,38,38,38,38.35,42494,1626435.5,29-JAN-2020,473,INE205B01023,
ELECTCAST,EQ,15.8,16,15.25,15.45,15.4,15.5,115618,1801052.8,29-JAN-2020,364,INE086A01029,
ELECTHERM,EQ,138.95,138.95,136.95,137.05,137,137.3,3776,518599.25,29-JAN-2020,106,INE822G01016,
ELGIEQUIP,EQ,259,259,250.45,254.35,255,254.65,13654,3451283.8,29-JAN-2020,337,INE285A01027,
ELGIRUBCO,EQ,18.65,18.65,17.85,18,18.45,17.65,6993,125898.2,29-JAN-2020,46,INE819L01012,
EMAMILTD,EQ,320.05,325.75,317.4,319.15,318.15,318.4,212364,68377377.2,29-JAN-2020,13008,INE548C01032,
EMAMIPAP,EQ,131.05,131.05,131.05,131.05,131.05,137.9,4386,574785.3,29-JAN-2020,84,INE830C01026,
EMAMIREAL,EQ,79.5,80.05,78.95,80.05,80.05,76.25,28580,2282989.2,29-JAN-2020,271,INE778K01012,
EMBASSY,RR,423.97,423.97,416.9,418.11,418,421.57,153400,64298220,29-JAN-2020,522,INE041025011,
EMCO,BZ,0.6,0.7,0.6,0.7,0.7,0.65,4121,2787.2,29-JAN-2020,10,INE078A01026,
EMKAY,EQ,68.35,68.45,64.9,65.05,64.9,66.05,7950,521185.1,29-JAN-2020,161,INE296H01011,
EMKAYTOOLS,SM,110,110,110,110,110,112,600,66000,29-JAN-2020,1,INE332S01011,
EMMBI,EQ,112.45,114.85,112.45,114.15,114.75,112.3,6838,779765.85,29-JAN-2020,265,INE753K01015,
EMOFSR1RDP,MF,9.16,9.18,9.16,9.18,9.18,9.07,1001,9179.16,29-JAN-2020,3,INF754K01IS7,
EMOFSR1RGG,MF,9.17,9.22,9.11,9.2,9.22,9.05,24256,222672.52,29-JAN-2020,6,INF754K01IR9,
ENDURANCE,EQ,1172.5,1176.45,1116.7,1135.65,1125,1161.3,33063,37562730.1,29-JAN-2020,3475,INE913H01037,
ENERGYDEV,EQ,5.9,6,5.8,5.95,5.95,5.75,12492,73776.15,29-JAN-2020,52,INE306C01019,
ENGINERSIN,EQ,99.2,99.4,96.5,96.75,97.05,98.6,1140613,111287706.8,29-JAN-2020,10539,INE510A01028,
ENIL,EQ,255.1,263.8,252.7,255.3,255.4,257.15,7769,1998379.3,29-JAN-2020,239,INE265F01028,
EON,EQ,14.8,14.9,14.35,14.7,14.7,14.8,3969,57838.1,29-JAN-2020,52,INE076H01025,
EQ30,EQ,346.9,346.9,336,336.5,336.5,346.9,16,5501,29-JAN-2020,6,INF754K01EM9,
EQUITAS,EQ,112.75,114.75,111.45,113.35,114,112.05,5079896,576275624.2,29-JAN-2020,23621,INE988K01017,
ERFLNCDI,N2,1007,1025,1007,1010.19,1025,1007.37,1275,1287994,29-JAN-2020,7,INE528S07086,
ERFLNCDI,N3,910,918.8,909,915,915,939,108,99208,29-JAN-2020,8,INE528S07094,
ERFLNCDI,N5,860,860,860,860,860,839,1,860,29-JAN-2020,1,INE528S07110,
ERFLNCDI,N6,887,888,879.99,879.99,879.99,900,12,10634.98,29-JAN-2020,3,INE528S07128,
ERIS,EQ,501.1,546.6,501.1,536.35,539.9,504.7,207525,110822904.25,29-JAN-2020,9311,INE406M01024,
EROSMEDIA,EQ,14.3,14.6,14.25,14.4,14.3,14.4,55824,803346.9,29-JAN-2020,239,INE416L01017,
ESABINDIA,EQ,1455,1549.8,1455,1491.9,1485,1458.25,13859,20984088.8,29-JAN-2020,2318,INE284A01012,
ESCORTS,EQ,731,755,724.2,748,753.4,727.7,5632563,4166316088.85,29-JAN-2020,86003,INE042A01014,
ESSARSHPNG,EQ,7.05,7.5,6.95,7.25,7.25,7.25,7222,51744.15,29-JAN-2020,252,INE122M01019,
ESSELPACK,EQ,181,191.7,180.85,186,187,178.95,185365,34599395.4,29-JAN-2020,5054,INE255A01020,
ESTER,EQ,42,42.8,41.9,42.45,42.5,41.95,39595,1677626.2,29-JAN-2020,326,INE778B01029,
EUROCERA,BZ,0.45,0.5,0.45,0.5,0.5,0.45,390,185.5,29-JAN-2020,7,INE649H01011,
EUROMULTI,BE,0.55,0.55,0.45,0.55,0.55,0.5,4303,2306.65,29-JAN-2020,7,INE063J01011,
EUROTEXIND,EQ,10.2,10.55,10.2,10.55,10.55,10.5,130,1327.75,29-JAN-2020,4,INE022C01012,
EVEREADY,EQ,54.7,55.35,54.3,55,55,54.6,166473,9128511.95,29-JAN-2020,615,INE128A01029,
EVERESTIND,EQ,300.2,305,286.5,289.65,290.1,296.65,87681,25942628.75,29-JAN-2020,2577,INE295A01018,
EXCEL,BE,1.15,1.15,1.05,1.1,1.15,1.1,15525,16632.6,29-JAN-2020,23,INE688J01015,
EXCELINDUS,EQ,944.95,949.75,932.85,936.8,935,935.2,4278,4034643.9,29-JAN-2020,597,INE369A01029,
EXIDEIND,EQ,202.95,205.3,202.1,202.75,202.7,202.95,1089758,221996314.4,29-JAN-2020,14590,INE302A01020,
EXPLEOSOL,EQ,312.9,312.9,297.5,301.8,299,306.2,879,268320.85,29-JAN-2020,81,INE201K01015,
FACT,EQ,50.65,51.3,48.6,49.1,48.95,50.35,200616,9945255.45,29-JAN-2020,1734,INE188A01015,
FAIRCHEM,EQ,480,503.8,480,495.1,490.2,484.55,12103,5987739.4,29-JAN-2020,782,INE959A01019,
FCL,EQ,30.1,30.4,29.6,29.85,29.95,29.9,89630,2691110.4,29-JAN-2020,725,INE045J01026,
FCONSUMER,EQ,24.45,24.6,23.9,24.05,24,24.1,553536,13403042.55,29-JAN-2020,1937,INE220J01025,
FCSSOFT,EQ,0.2,0.25,0.2,0.2,0.2,0.2,193509,41840.3,29-JAN-2020,129,INE512B01022,
FDC,EQ,227.55,230.5,227,227.7,228,227.55,40867,9356061.2,29-JAN-2020,1152,INE258B01022,
FEDERALBNK,EQ,95.9,96.35,94.55,94.85,94.65,95.3,6316781,603299891.35,29-JAN-2020,24089,INE171A01029,
FEL,EQ,23.85,24.7,23.8,24.3,24.25,23.85,144860,3523828.95,29-JAN-2020,1420,INE623B01027,
FELDVR,EQ,23.75,23.75,22.8,23.55,23.7,23.4,6294,146300.85,29-JAN-2020,139,IN9623B01058,
FIEMIND,EQ,487.3,498.4,487.3,493.35,490.15,486.45,5123,2525090.25,29-JAN-2020,189,INE737H01014,
FILATEX,EQ,39,39.05,38.5,38.75,38.85,39.15,34083,1324516.55,29-JAN-2020,206,INE816B01027,
FINCABLES,EQ,414.3,414.8,400,405.2,402.8,414.05,31886,12987036.05,29-JAN-2020,1622,INE235A01022,
FINEORG,EQ,2355,2479,2314.4,2414.95,2418,2297.8,63472,153017765.95,29-JAN-2020,9267,INE686Y01026,
FINPIPE,EQ,565.9,581,557.1,562.65,566,561.6,157648,88995968.6,29-JAN-2020,3450,INE183A01016,
FLEXITUFF,BE,7.4,7.4,6.75,7.35,7.35,7.05,695,4767.8,29-JAN-2020,12,INE060J01017,
FLFL,EQ,413.2,416.95,411.6,413.5,415,410.25,37730,15635094.4,29-JAN-2020,945,INE452O01016,
FLUOROCHEM,EQ,608,613,591.3,610.15,613,604.1,20399,12351838.65,29-JAN-2020,1270,INE09N301011,
FMGOETZE,EQ,606.7,627.85,606.7,618.1,612.65,612.75,1348,836694.3,29-JAN-2020,273,INE529A01010,
FMNL,EQ,26.6,27.15,24.6,25,25.5,26.35,24560,630488.2,29-JAN-2020,219,INE360L01017,
FOCUS,SM,32.45,32.45,32.45,32.45,32.45,30.95,3000,97350,29-JAN-2020,1,INE593W01010,
FORCEMOT,EQ,1330.1,1363.3,1307.15,1313.55,1310,1317.1,78704,104380507.9,29-JAN-2020,4726,INE451A01017,
FORTIS,EQ,155.95,156.8,154.65,156.3,156.05,155.25,808934,126165400.05,29-JAN-2020,11428,INE061F01013,
FOSECOIND,EQ,1559,1630,1546.35,1603.55,1605,1552.55,14499,23401455.95,29-JAN-2020,1592,INE519A01011,
FOURTHDIM,SM,6.3,6.3,6.3,6.3,6.3,6.3,4000,25200,29-JAN-2020,1,INE382T01014,
FRETAIL,EQ,336.25,341.3,329.5,332.05,329.95,334.2,293468,98415279.3,29-JAN-2020,3436,INE752P01024,
FSC,EQ,449.9,450.2,444.25,445.95,444.25,448.65,24835,11145729.1,29-JAN-2020,405,INE935Q01015,
FSL,EQ,42.55,44.45,42.3,44.15,44.05,42.35,1846759,80464894.4,29-JAN-2020,5705,INE684F01012,
GABRIEL,EQ,119.9,120.95,117.55,118,117.95,117.85,39766,4733821,29-JAN-2020,1434,INE524A01029,
GAEL,EQ,156.95,160.75,142.55,146.6,145.9,156.7,83164,12546286.3,29-JAN-2020,2708,INE036B01022,
GAIL,EQ,127.7,128.85,125.6,126.25,126.2,126.15,11151054,1415350870.6,29-JAN-2020,49865,INE129A01019,
GAL,EQ,2.3,2.45,2.3,2.45,2.45,2.35,5502,13267.95,29-JAN-2020,18,INE482J01021,
GALAXYSURF,EQ,1598,1599.9,1555,1577.4,1578,1582.3,7562,11955336.95,29-JAN-2020,1564,INE600K01018,
GALLANTT,EQ,31.5,31.5,28.25,30.1,30,29.95,16290,485176.7,29-JAN-2020,200,INE297H01019,
GALLISPAT,EQ,26.1,26.7,26,26.4,26.35,26.45,779,20331.2,29-JAN-2020,48,INE528K01029,
GAMMNINFRA,BE,0.35,0.4,0.35,0.4,0.35,0.4,169943,63855.45,29-JAN-2020,65,INE181G01025,
GANDHITUBE,EQ,274.5,278.9,271,271.7,271,271.1,1807,492509.7,29-JAN-2020,120,INE524B01027,
GANECOS,EQ,290,297.5,290,293,293.9,293.1,7615,2239734.85,29-JAN-2020,216,INE845D01014,
GANESHHOUC,BE,38.5,40.65,37,37.3,37,38.75,13740,517117.5,29-JAN-2020,98,INE460C01014,
GANGESSECU,EQ,37.7,41,37.7,40.95,41,38.9,1720,68543.1,29-JAN-2020,69,INE335W01016,
GANGOTRI,BZ,0.65,0.65,0.6,0.65,0.65,0.65,401,255.65,29-JAN-2020,4,INE670B01028,
GARDENSILK,BE,12.35,12.95,12.05,12.7,12.95,12.6,8498,108105.4,29-JAN-2020,33,INE526A01016,
GARFIBRES,EQ,1478,1524.4,1447,1459.8,1449.95,1459.25,24421,36455393.05,29-JAN-2020,754,INE276A01018,
GATI,EQ,70,70.4,68.25,69.5,69.25,69.4,498263,34406232.5,29-JAN-2020,2329,INE152B01027,
GAYAHWS,BE,0.4,0.4,0.35,0.4,0.4,0.4,82121,29998.6,29-JAN-2020,41,INE287Z01012,
GAYAPROJ,EQ,60.05,60.05,60.05,60.05,60.05,63.2,13145,789357.25,29-JAN-2020,119,INE336H01023,
GDL,EQ,139,141.9,134.45,138,138.6,139.95,295973,41315863.4,29-JAN-2020,2600,INE852F01015,
GEECEE,EQ,91.5,91.85,82.8,89.85,89.75,87.45,6164,550784.9,29-JAN-2020,217,INE916G01016,
GEEKAYWIRE,SM,38.5,38.5,38.5,38.5,38.5,38.5,8000,308000,29-JAN-2020,1,INE669X01016,
GENESYS,EQ,63.05,64.05,62.15,62.45,62.15,62,13527,851375.7,29-JAN-2020,425,INE727B01026,
GENUSPAPER,EQ,6.05,6.45,5.9,6.35,6.4,6.05,168771,1049276.4,29-JAN-2020,217,INE949P01018,
GENUSPOWER,EQ,28.5,28.8,27.65,27.85,27.75,28.35,143351,4043928.8,29-JAN-2020,499,INE955D01029,
GEOJITFSL,EQ,28.55,29.25,28.55,28.8,28.75,28.5,133242,3847264.05,29-JAN-2020,1045,INE007B01023,
GEPIL,EQ,700,714.5,691.15,705.15,705,691.15,20530,14418199.4,29-JAN-2020,1592,INE878A01011,
GESHIP,EQ,325,327,313.8,315.05,316,320.75,110341,34908108.85,29-JAN-2020,3812,INE017A01032,
GET&D,EQ,166.1,169,163,164.8,165,157.15,356669,59061335.85,29-JAN-2020,7198,INE200A01026,
GFLLIMITED,EQ,139.3,139.3,139.3,139.3,139.3,132.7,9571,1333240.3,29-JAN-2020,64,INE538A01037,
GHCL,EQ,193.9,195.55,191.7,193,192.55,192.75,202696,39190264.45,29-JAN-2020,2863,INE539A01019,
GICHSGFIN,EQ,152.9,154.95,152.25,153,152.75,152.45,82386,12656535.45,29-JAN-2020,1218,INE289B01019,
GICRE,EQ,261,263.75,254,255.3,254.75,259.9,124433,32198289.9,29-JAN-2020,3797,INE481Y01014,
GILLANDERS,EQ,32.2,33.55,31.05,32.45,32.05,32.45,996,31897.65,29-JAN-2020,45,INE047B01011,
GILLETTE,EQ,6280,6295.25,6260,6269.85,6266.5,6273.65,5348,33558069.3,29-JAN-2020,1304,INE322A01010,
GINNIFILA,EQ,8.7,9.15,8.6,8.8,8.75,8.7,24487,215566.9,29-JAN-2020,130,INE424C01010,
GIPCL,EQ,79.7,82.5,79.7,81.3,81.5,80.15,202110,16510006.6,29-JAN-2020,2314,INE162A01010,
GKWLIMITED,EQ,686.6,694.95,686.55,687.95,686.65,694.7,107,73649.15,29-JAN-2020,10,INE528A01020,
GLAXO,EQ,1699.95,1748,1684.7,1696.15,1695,1686.5,82112,140690342.45,29-JAN-2020,6439,INE159A01016,
GLENMARK,EQ,343.9,346.2,334.45,335.6,335.4,344.9,2199018,746159352.8,29-JAN-2020,34900,INE935A01035,
GLFL,BE,0.65,0.65,0.65,0.65,0.65,0.7,1664,1081.6,29-JAN-2020,5,INE540A01017,
GLOBALVECT,EQ,62.65,63.2,58.6,60.1,59.95,60.5,19081,1162854.85,29-JAN-2020,464,INE792H01019,
GLOBOFFS,EQ,5.1,5.1,4.8,4.85,4.85,5,12717,62004.95,29-JAN-2020,38,INE446C01013,
GLOBUSSPR,EQ,142.9,144.8,136,136.7,136.65,142.5,121289,16982108.25,29-JAN-2020,2837,INE615I01010,
GMBREW,EQ,418,419.1,407,409.65,407.2,415.95,32743,13490853.45,29-JAN-2020,1554,INE075D01018,
GMDCLTD,EQ,64.85,64.9,63.5,63.75,63.6,64.05,115364,7397148.25,29-JAN-2020,1113,INE131A01031,
GMMPFAUDLR,EQ,2549.9,2595,2522,2564.05,2560,2507.6,21387,54707329.2,29-JAN-2020,2933,INE541A01023,
GMRINFRA,EQ,23.75,24.05,23.7,23.8,23.85,23.65,7357372,175292518.65,29-JAN-2020,4600,INE776C01039,
GNA,EQ,256.9,259.8,253.2,254.05,253.4,256.4,28227,7253582.55,29-JAN-2020,1104,INE934S01014,
GNFC,EQ,206.9,208,201.45,202.35,202.4,205.65,343164,70124652.55,29-JAN-2020,7270,INE113A01013,
GOACARBON,EQ,312,317.7,307.45,307.45,307.45,323.6,121462,37654821.1,29-JAN-2020,2820,INE426D01013,
GOCLCORP,EQ,282.5,288.95,281.1,285.1,287.5,280,4752,1347151.75,29-JAN-2020,216,INE077F01035,
GODFRYPHLP,EQ,1379,1397,1235,1248.05,1240.05,1373.5,361077,469190829.95,29-JAN-2020,25779,INE260B01028,
GODREJAGRO,EQ,576.45,579,563.85,571.7,574.7,572.35,47419,27117613.1,29-JAN-2020,2569,INE850D01014,
GODREJCP,EQ,741.7,754,719.25,740.85,722.65,736.4,1575262,1165995081.45,29-JAN-2020,51434,INE102D01028,
GODREJIND,EQ,427.8,441.9,425.85,430.3,430.35,427.1,82334,35675345.2,29-JAN-2020,8824,INE233A01035,
GODREJPROP,EQ,1070,1111.95,1070,1089.05,1090,1059.15,516906,563593207.6,29-JAN-2020,13636,INE484J01027,
GOENKA,BZ,0.3,0.3,0.25,0.3,0.3,0.3,34497,8995.1,29-JAN-2020,26,INE516K01024,
GOKEX,EQ,68.45,69.9,67.2,67.85,68,67.95,66697,4579702.3,29-JAN-2020,1206,INE887G01027,
GOKUL,EQ,10.95,10.95,10.3,10.5,10.5,10.55,5074,53733.2,29-JAN-2020,71,INE020J01029,
GOKULAGRO,EQ,14,14,12.85,13,13,13,3651,48534.75,29-JAN-2020,126,INE314T01025,
GOLDBEES,EQ,36,36,35,35.61,35.61,35.72,598669,21252212.18,29-JAN-2020,2163,INF204KB17I5,
GOLDENTOBC,EQ,28,28,27.05,27.7,27.7,27.9,759,20879.25,29-JAN-2020,23,INE973A01010,
GOLDIAM,EQ,153.2,159.9,151,152.65,152.05,153.4,47801,7379304,29-JAN-2020,1541,INE025B01017,
GOLDSHARE,EQ,3579.9,3584,3533,3568.95,3566,3591.6,1375,4894197,29-JAN-2020,186,INF789F01059,
GOLDTECH,EQ,8.75,9.8,8.75,9.45,9.45,9.5,6399,60103.45,29-JAN-2020,72,INE805A01014,
GOODLUCK,EQ,52.6,53.5,51.6,52.1,52.1,52.8,23344,1226680.85,29-JAN-2020,391,INE127I01024,
GPIL,EQ,217,226.2,215.2,217.45,216.95,217,90275,19918031.25,29-JAN-2020,2929,INE177H01013,
GPPL,EQ,90,92,89.4,90.8,91,89.75,201042,18293614.25,29-JAN-2020,3441,INE517F01014,
GPTINFRA,EQ,38.25,38.25,36.6,37.05,36.7,37.45,3481,128605.45,29-JAN-2020,53,INE390G01014,
GRANULES,EQ,153,155.05,151.2,153.25,152.5,151.9,1011987,155025334.75,29-JAN-2020,12003,INE101D01020,
GRAPHITE,EQ,306.75,309,303,305,305.05,304.75,632546,193550621.55,29-JAN-2020,10582,INE371A01025,
GRASIM,EQ,814,822.85,800,802.3,804.2,808.9,1833108,1493670094.2,29-JAN-2020,30512,INE047A01021,
GRAVITA,EQ,58.55,63.15,58.45,61.8,61.45,58.35,187835,11637754.65,29-JAN-2020,1612,INE024L01027,
GREAVESCOT,EQ,139.6,143,137.05,140.2,140,138.45,333074,46748018.05,29-JAN-2020,9353,INE224A01026,
GREENLAM,EQ,922.05,954.5,922.05,952.05,953,944.7,4044,3836822.5,29-JAN-2020,280,INE544R01013,
GREENPANEL,EQ,55,55.9,54.55,55.05,54.8,53.9,36594,2017085.25,29-JAN-2020,253,INE08ZM01014,
GREENPLY,EQ,162,164.4,160.2,164.1,163,161.4,21121,3446653.15,29-JAN-2020,1447,INE461C01038,
GREENPOWER,BE,1.95,2,1.9,1.9,1.9,1.95,151859,291360.7,29-JAN-2020,97,INE999K01014,
GRINDWELL,EQ,654.5,656.2,633.35,637.95,639.95,649.7,20695,13253969.9,29-JAN-2020,1404,INE536A01023,
GROBTEA,BE,460,470,450,469.7,469.7,459.95,107,48681.3,29-JAN-2020,18,INE646C01018,
GRPLTD,EQ,889.95,889.95,821,861.1,821,849.4,282,242348.05,29-JAN-2020,42,INE137I01015,
GRSE,EQ,213,219.4,211.95,213.85,214.1,210.4,277643,59860109.6,29-JAN-2020,5728,INE382Z01011,
GSCLCEMENT,EQ,23.2,23.8,23,23.2,23.15,23.15,25512,597752.65,29-JAN-2020,127,INE542A01039,
GSFC,EQ,92.25,94.65,91.9,93.75,94.15,91.8,485399,45156071.5,29-JAN-2020,3379,INE026A01025,
GSKCONS,EQ,8915,9006.85,8915,8954.65,8925,8910.55,16466,147702299.2,29-JAN-2020,3731,INE264A01014,
GSPL,EQ,263.8,263.8,259,262.05,262,262.5,479137,125645137.75,29-JAN-2020,8255,INE246F01010,
GSS,EQ,44.9,46.8,43.95,46.8,46.8,44.6,23425,1087784.25,29-JAN-2020,214,INE871H01011,
GTL,EQ,1.45,1.5,1.4,1.45,1.5,1.45,96175,140821.7,29-JAN-2020,81,INE043A01012,
GTLINFRA,EQ,0.4,0.45,0.35,0.45,0.45,0.4,12918626,5445869.6,29-JAN-2020,1809,INE221H01019,
GTNIND,EQ,7.45,7.9,7.05,7.15,7.15,7.45,1754,12765.6,29-JAN-2020,29,INE537A01013,
GTNTEX,EQ,6.55,6.55,6.55,6.55,6.55,6.75,100,655,29-JAN-2020,1,INE302H01017,
GTPL,EQ,74,74.5,73,73.3,73.75,73.25,29854,2192012.5,29-JAN-2020,598,INE869I01013,
GUFICBIO,EQ,63.1,65,61.25,63.6,63.8,63.8,28589,1812539.5,29-JAN-2020,682,INE742B01025,
GUJALKALI,EQ,410.3,418,404,407.05,406,407.65,53529,21956832.4,29-JAN-2020,2828,INE186A01019,
GUJAPOLLO,EQ,127.9,130,126.1,128.9,129.9,126,103173,13246391.05,29-JAN-2020,118,INE826C01016,
GUJGASLTD,EQ,293.7,298.8,288.1,294.9,296.5,291.15,970493,284458971.05,29-JAN-2020,22583,INE844O01030,
GUJRAFFIA,BE,11.35,11.35,11.35,11.35,11.35,10.85,308,3495.8,29-JAN-2020,6,INE610B01024,
GULFOILLUB,EQ,815.05,820.05,810,812.3,813,822.9,1347,1094041.8,29-JAN-2020,226,INE635Q01029,
GULFPETRO,EQ,50.8,53,48.75,49.3,49.3,50.8,42957,2192297.95,29-JAN-2020,732,INE586G01017,
GULPOLY,EQ,52.85,52.85,47.95,48.3,48.6,50.45,13884,685252.1,29-JAN-2020,194,INE255D01024,
GVKPIL,EQ,4.65,4.8,4.55,4.55,4.6,4.6,698419,3243831.6,29-JAN-2020,633,INE251H01024,
HAL,EQ,839,845.5,811.3,826.65,820.6,832.15,13793,11514661.05,29-JAN-2020,1660,INE066F01012,
HARITASEAT,EQ,518.95,518.95,501.05,503.9,505,504.55,2966,1503183.25,29-JAN-2020,238,INE939D01015,
HARRMALAYA,EQ,64.55,64.8,62.85,63.3,63.4,63.4,44512,2841282.2,29-JAN-2020,671,INE544A01019,
HATHWAY,EQ,19.95,19.95,19.45,19.65,19.85,19.75,515946,10167833.8,29-JAN-2020,2732,INE982F01036,
HATSUN,EQ,632.55,636.2,617,622.2,621,631.3,23919,14986133.9,29-JAN-2020,1796,INE473B01035,
HAVELLS,EQ,618,621.05,611.45,616,615.4,616.2,1668628,1026989500.65,29-JAN-2020,31179,INE176B01034,
HAVISHA,BE,0.8,0.8,0.75,0.75,0.75,0.8,5600,4220,29-JAN-2020,7,INE293B01029,
HBLPOWER,EQ,18.7,19.05,18.6,18.65,18.6,18.5,142711,2685201.2,29-JAN-2020,677,INE292B01021,
HCC,EQ,11.5,11.7,11.25,11.3,11.3,11.35,1440594,16511215,29-JAN-2020,1620,INE549A01026,
HCG,EQ,118.4,123.45,115.1,116.05,115.7,115.75,11025,1308883.95,29-JAN-2020,449,INE075I01017,
HCL-INSYS,EQ,7.45,7.5,7.25,7.3,7.3,7.55,440507,3250840.1,29-JAN-2020,908,INE236A01020,
HCLTECH,EQ,605,611.5,602.2,608.85,608.85,601.45,4281329,2605296082.35,29-JAN-2020,81339,INE860A01027,
HDFC,EQ,2446,2447.5,2400,2404.25,2406.3,2431.6,2692713,6535014985.35,29-JAN-2020,118940,INE001A01036,
HDFCAMC,EQ,3199.7,3205,3163,3177.65,3178.95,3193,133279,424840692.15,29-JAN-2020,12650,INE127D01025,
HDFCBANK,EQ,1225.3,1242,1222.25,1235.85,1235.8,1223.2,6894175,8514372123.25,29-JAN-2020,155174,INE040A01034,
HDFCLIFE,EQ,605.95,611,602.25,605.05,604.9,603.75,1324538,803283908,29-JAN-2020,48342,INE795G01014,
HDFCMFGETF,EQ,3635,3635,3611,3628.55,3634,3650.55,1076,3897868.5,29-JAN-2020,206,INF179K01CN1,
HDFCNIFETF,EQ,1278.72,1278.86,1268.7,1275.74,1270.94,1270.83,1148,1465424.67,29-JAN-2020,47,INF179KB1KP3,
HDFCSENETF,EQ,4356.57,4363.55,4351.3,4355.17,4355.17,4317.36,23,100236.54,29-JAN-2020,12,INF179KB1KQ1,
HDIL,BE,2.8,2.85,2.65,2.7,2.75,2.75,360096,981056.1,29-JAN-2020,494,INE191I01012,
HEG,EQ,1083.9,1097,1065.15,1083.45,1086,1079.85,157523,170864898.15,29-JAN-2020,8195,INE545A01016,
HEIDELBERG,EQ,201.7,202.3,198.55,200.1,200.05,200.15,182702,36566399.9,29-JAN-2020,3807,INE578A01017,
HEOF1100RG,MF,9.63,9.63,9.63,9.63,9.63,9.5,500,4815,29-JAN-2020,1,INF179KB1V39,
HERCULES,EQ,100,102.65,98.25,98.9,98.7,100.3,11315,1130559.5,29-JAN-2020,632,INE688E01024,
HERITGFOOD,EQ,374.9,380.15,366,367.6,368,369.85,27726,10340184.55,29-JAN-2020,1101,INE978A01027,
HEROMOTOCO,EQ,2484,2510,2470,2486.35,2485.25,2468.85,787135,1963589245.8,29-JAN-2020,49150,INE158A01026,
HESTERBIO,EQ,1638.95,1638.95,1617,1620.9,1635,1615,1755,2846721.35,29-JAN-2020,179,INE782E01017,
HEXATRADEX,BE,12.5,13.7,12.5,13.2,13.15,13.15,25885,327262.4,29-JAN-2020,58,INE750M01017,
HEXAWARE,EQ,354.6,360.85,349,351.7,354.45,352.45,475543,168794721.4,29-JAN-2020,10046,INE093A01033,
HFCL,EQ,17.05,17.2,16.9,16.95,17,16.9,848396,14471503.85,29-JAN-2020,1424,INE548A01028,
HGINFRA,EQ,270,270.5,263.65,266.65,264.9,266.95,15475,4145995.55,29-JAN-2020,637,INE926X01010,
HGS,EQ,674.4,674.4,655.15,670.75,670.05,655.05,11117,7429044.05,29-JAN-2020,413,INE170I01016,
HHOF1140RG,MF,8.7,8.86,8.7,8.85,8.85,8.76,5500,48605,29-JAN-2020,3,INF179KB1W87,
HIKAL,EQ,131.6,133.75,129.25,130.05,129.65,130.3,445406,58576605.65,29-JAN-2020,5286,INE475B01022,
HIL,EQ,1424.65,1456,1420,1448.8,1450.6,1424.65,5215,7538574.6,29-JAN-2020,728,INE557A01011,
HILTON,BE,12.7,12.85,11.75,12.7,12.65,12.25,5091,64133.25,29-JAN-2020,29,INE788H01017,
HIMATSEIDE,EQ,129.3,131.65,129.3,130.05,130,128.45,59332,7750844.75,29-JAN-2020,1210,INE049A01027,
HINDALCO,EQ,197.65,200.4,197.1,197.75,197.45,196,8978837,1785389586.75,29-JAN-2020,75257,INE038A01020,
HINDCOMPOS,EQ,209,221,207,212.5,215,207.95,9285,2009281.85,29-JAN-2020,499,INE310C01029,
HINDCOPPER,EQ,45,45.1,43.9,44.25,44.5,43.9,528734,23589386.25,29-JAN-2020,2218,INE531E01026,
HINDMOTORS,EQ,5.55,5.7,5.55,5.6,5.65,5.6,32354,182445.75,29-JAN-2020,130,INE253A01025,
HINDNATGLS,BE,36.8,38.25,36.8,38.25,38.25,37.9,226,8410.5,29-JAN-2020,5,INE952A01022,
HINDOILEXP,EQ,105.95,106.35,104.65,105.25,105.1,104.8,162352,17105218.95,29-JAN-2020,1608,INE345A01011,
HINDPETRO,EQ,243,248.25,241.35,245.7,246,242.35,3769731,925929450.1,29-JAN-2020,33117,INE094A01015,
HINDSYNTEX,BE,1.7,1.7,1.7,1.7,1.7,1.65,15,25.5,29-JAN-2020,1,INE155B01012,
HINDUNILVR,EQ,2062.05,2085.8,2062.05,2074.2,2070,2060.6,873433,1813205650.2,29-JAN-2020,73343,INE030A01027,
HINDZINC,EQ,200,202.75,198,198.55,198.65,198.75,591901,118458651.6,29-JAN-2020,7664,INE267A01025,
HIRECT,EQ,247,260.25,243.15,255.2,253.5,244.35,87430,22462795.75,29-JAN-2020,2564,INE835D01023,
HISARMETAL,EQ,62,66,60.15,65.95,66,60,39350,2569611.3,29-JAN-2020,777,INE598C01011,
HITECH,EQ,190,196,184,190.15,192,187.6,12551,2356136.25,29-JAN-2020,228,INE106T01017,
HITECHCORP,EQ,93,93,82.25,89.45,89.95,87.5,1328,115198.45,29-JAN-2020,42,INE120D01012,
HITECHGEAR,EQ,194.05,194.05,188.75,189.55,190,195.45,4073,779643.35,29-JAN-2020,252,INE127B01011,
